Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent
PRD00221,2025-09-04,Finishing Line,C,MC014,OP011,GP Coil,1893,1863,30,20,Mechanical Failure,92.6,1.58
PRD00222,2025-11-20,Pickling Line,B,MC002,OP024,Steel Strip,867,848,19,49,Quality Inspection,94.1,2.19
PRD00223,2025-07-22,Pickling Line,A,MC016,OP017,GP Coil,1962,1912,50,31,Material Shortage,97.0,2.55
PRD00224,2025-07-03,Pickling Line,C,MC004,OP008,CR Coil,1489,1473,16,22,Power Failure,89.4,1.07
PRD00225,2025-05-03,Pickling Line,B,MC014,OP010,CR Coil,513,509,4,22,Material Shortage,95.4,0.78
PRD00226,2025-09-12,Pickling Line,C,MC016,OP024,HR Coil,1107,1093,14,78,Quality Inspection,94.2,1.26
PRD00227,2025-10-21,Rolling Line,B,MC015,OP023,GP Coil,1073,1050,23,103,Tool Change,97.1,2.14
PRD00228,2025-10-07,Rolling Line,A,MC002,OP006,GP Coil,1037,1031,6,95,Material Shortage,95.1,0.58
PRD00229,2025-11-21,Rolling Line,A,MC013,OP027,HR Coil,2288,2249,39,44,Mechanical Failure,96.7,1.7
PRD00230,2025-04-08,Rolling Line,C,MC017,OP010,CR Sheet,1528,1505,23,94,Scheduled Maintenance,91.7,1.51
PRD00231,2025-07-17,Cut-to-Length Line,B,MC020,OP019,HR Coil,1442,1394,48,102,Quality Inspection,92.1,3.33
PRD00232,2025-08-28,Rolling Line,B,MC010,OP007,Steel Plate,1727,1680,47,67,Power Failure,94.7,2.72
PRD00233,2025-05-24,Finishing Line,B,MC015,OP027,GI Sheet,1040,1010,30,18,Mechanical Failure,96.3,2.88
PRD00234,2025-04-07,Finishing Line,B,MC017,OP020,HR Sheet,2440,2375,65,25,Tool Change,97.8,2.66
PRD00235,2025-07-20,Finishing Line,A,MC008,OP024,Steel Strip,2188,2132,56,2,Scheduled Maintenance,93.0,2.56
PRD00236,2025-05-04, Finishing Line ,B,MC002,OP027,HR Sheet,936,930,6,38,Mechanical Failure,92.9,0.64
PRD00237,2025-07-06,Slitting Line,A,MC001,OP005,CR Coil,1603,1561,42,62,Material Shortage,96.7,2.62
PRD00238,2025-11-22,Pickling Line,B,MC005,OP013,CR Coil,839,828,11,65,Mechanical Failure,91.4,1.31
PRD00239,2025-12-15,Rolling Line,B,MC003,OP003,Steel Plate,2002,1956,46,83,Mechanical Failure,96.9,2.3
PRD00240,2025-09-16,Finishing Line,A,MC011,OP022,CR Sheet,1519,1453,66,5,Tool Change,98.1,4.34
PRD00241,2025-05-28,Finishing Line,B,MC016,OP016,GP Coil,574,559,15,27,Quality Inspection,97.9,2.61
PRD00242,2025-09-09,Finishing Line,B,MC009,OP006,Steel Strip,2091,2042,49,17,Mechanical Failure,96.5,2.34
PRD00243,2025-12-12,Pickling Line,A,MC004,OP022,CR Sheet,2407,2354,53,72,Tool Change,97.2,2.2
PRD00244,2025-05-27,Cut-to-Length Line,C,MC009,OP008,GI Sheet,1968,1921,47,55,Quality Inspection,95.2,2.39
PRD00245,2025-05-28,Rolling Line,A,MC014,OP016,HR Sheet,2067,2013,54,160,Power Failure,98.1,2.61
PRD00246,2025-12-18,Rolling Line,B,MC010,OP017,CR Sheet,739,722,17,55,Material Shortage,94.9,2.3
PRD00247,2025-07-18,Cut-to-Length Line,A,MC016,OP029,GP Coil,2171,2128,43,44,Scheduled Maintenance,96.3,1.98
PRD00248,2025-11-04,Pickling Line,C,MC009,OP010,Steel Plate,1994,1918,76,32,Quality Inspection,91.5,3.81
PRD00249,2025-05-08,Finishing Line,C,MC003,OP017,Steel Plate,1723,1654,69,49,Material Shortage,95.2,4.0
PRD00250,2025-02-08,Rolling Line,B,MC001,OP010,Steel Plate,885,861,24,44,Mechanical Failure,93.1,2.71
PRD00251,2025-12-04,Finishing Line,C,MC020,OP007,CR Coil,1934,1904,30,38,Mechanical Failure,94.2,1.55
PRD00252,2025-12-26,Pickling Line,A,MC011,OP011,CR Coil,1303,1277,26,0,Mechanical Failure,93.1,2.0
PRD00253,2025-05-09,Finishing Line,A,MC020,OP003,HR Sheet,2390,2347,43,19,Scheduled Maintenance,99.0,1.8
PRD00254,2025-09-24,Finishing Line,A,MC020,OP008,GP Coil,1418,1400,18,10,Quality Inspection,96.4,1.27
PRD00255,2025-05-31,Finishing Line,A,MC001,OP003,Steel Strip,796,776,20,23,Mechanical Failure,97.5,2.51
PRD00256,2025-10-25,Slitting Line,B,MC005,OP013,CR Sheet,1891,1851,40,75,Material Shortage,95.9,2.12
PRD00257,2025-04-09,Finishing Line,B,MC009,OP006,HR Sheet,1920,1850,70,11,Mechanical Failure,93.8,3.65
PRD00258,2025-09-20,Rolling Line,B,MC003,OP017,HR Coil,978,963,15,79,Quality Inspection,97.8,1.53
PRD00259,2025-09-09,Rolling Line,C,MC012,OP002,HR Sheet,2144,2102,42,81,Quality Inspection,91.9,1.96
PRD00260,2025-05-24,Pickling Line,A,MC018,OP007,CR Coil,2001,1967,34,58,Material Shortage,99.0,1.7
PRD00261,2025-12-12,Finishing Line,A,MC002,OP028,Steel Strip,2425,2323,102,11,Mechanical Failure,97.6,4.21
PRD00262,2025-04-22,Pickling Line,B,MC010,OP006,GI Sheet,1198,1183,15,48,Tool Change,92.1,1.25
PRD00263,2025-03-01,Finishing Line,B,MC007,OP001,CR Sheet,647,634,13,9,Material Shortage,96.3,2.01
PRD00264,2025-01-02,Cut-to-Length Line,A,MC018,OP010,GI Sheet,2381,2325,56,84,Tool Change,95.7,2.35
PRD00265,2025-10-31,Rolling Line,A,MC016,OP023,GI Sheet,855,818,37,88,Material Shortage,96.6,4.33
PRD00266,2025-09-11,Finishing Line,B,MC013,OP020,CR Sheet,2310,2242,68,15,Power Failure,93.2,2.94
PRD00267,2025-05-20,Rolling Line,A,MC001,OP001,CR Sheet,1865,1815,50,56,Tool Change,94.9,2.68
PRD00268,2025-02-06,Finishing Line,C,MC007,OP025,Steel Plate,1151,1082,69,20,Power Failure,93.1,5.99
PRD00269,2025-06-09,Slitting Line,A,MC011,OP014,GP Coil,1014,991,23,41,Quality Inspection,95.3,2.27
PRD00270,2025-01-09,Pickling Line,A,MC006,OP003,CR Sheet,1128,1103,25,76,Mechanical Failure,96.6,2.22
PRD00271,2025-08-21,Pickling Line,B,MC005,OP030,Steel Plate,888,847,41,41,Power Failure,91.6,4.62
PRD00272,2025-04-09,Rolling Line,C,MC010,OP009,GI Sheet,568,549,19,48,Quality Inspection,91.0,3.35
PRD00273,2025-05-27,Slitting Line,B,MC003,OP030,GI Sheet,1950,1886,64,42,Material Shortage,96.1,3.28
PRD00274,2025-10-31,Rolling Line,B,MC015,OP030,CR Sheet,961,929,32,24,Tool Change,97.7,3.33
PRD00275,2025-07-27,Rolling Line,A,MC012,OP007,Steel Plate,2088,1974,114,110,Mechanical Failure,94.5,5.46
PRD00276,2025-05-11,Rolling Line,B,MC005,OP030,GI Sheet,2020,1955,65,129,Tool Change,93.1,3.22
PRD00277,2025-06-01,Pickling Line,A,MC014,OP008,GI Sheet,666,651,15,88,Mechanical Failure,97.7,2.25
PRD00278,2025-02-23,Cut-to-Length Line,B,MC012,OP007,HR Sheet,2042,1996,46,6,Tool Change,93.5,2.25
PRD00279,2025-04-30,Pickling Line,B,MC011,OP010,HR Sheet,1645,1612,33,41,Power Failure,92.4,2.01
PRD00280,2025-06-10,Finishing Line,A,MC013,OP027,GP Coil,1302,1280,22,30,Scheduled Maintenance,97.2,1.69
PRD00281,2025-04-26,Cut-to-Length Line,A,MC010,OP025,GI Sheet,1369,1349,20,67,Tool Change,95.8,1.46
PRD00282,2025-03-16,Cut-to-Length Line,C,MC010,OP015,Steel Plate,1729,1662,67,39,Quality Inspection,93.5,3.88
PRD00283,2025-04-23,Cut-to-Length Line,B,MC014,OP019,Steel Plate,1960,1926,34,66,Tool Change,93.4,1.73
PRD00284,2025-04-14,Pickling Line,C,MC020,OP024,CR Sheet,1284,1258,26,62,Power Failure,89.7,2.02
PRD00285,2025-12-06,Cut-to-Length Line,A,MC016,OP028,HR Coil,2490,2433,57,56,Tool Change,93.8,2.29
PRD00286,2025-09-11,Rolling Line,B,MC012,OP002,GI Sheet,2311,2211,100,58,Scheduled Maintenance,95.5,4.33
PRD00287,2025-08-15,Finishing Line,A,MC018,OP020,CR Sheet,1045,1024,21,9,Mechanical Failure,95.6,2.01
PRD00288,2025-04-22,Cut-to-Length Line,A,MC004,OP010,HR Coil,1137,1101,36,80,Tool Change,96.0,3.17
PRD00289,2025-04-09,Slitting Line,B,MC010,OP029,CR Sheet,1809,1739,70,66,Power Failure,95.7,3.87
PRD00290,2025-06-02,Cut-to-Length Line,C,MC001,OP004,CR Sheet,1125,1097,28,105,Tool Change,95.9,2.49
PRD00291,2025-12-15,Rolling Line,A,MC018,OP015,Steel Strip,1307,1250,57,89,Material Shortage,97.2,4.36
PRD00292,2025-12-04,Rolling Line,C,MC015,OP029,Steel Plate,896,856,40,65,Quality Inspection,94.4,4.46
PRD00293,2025-07-13,Rolling Line,B,MC017,OP006,HR Coil,2470,2382,88,38,Mechanical Failure,96.6,3.56
PRD00294,2025-11-06,Cut-to-Length Line,A,MC001,OP003,HR Sheet,1401,1340,61,54,Material Shortage,95.4,4.35
PRD00295,2025-06-12,Cut-to-Length Line,C,MC014,OP012,Steel Strip,1323,1286,37,63,Quality Inspection,94.5,2.8
PRD00296,2025-07-27,Finishing Line,B,MC012,OP001,GI Sheet,874,843,31,23,Material Shortage,95.6,3.55
PRD00297,2025-06-18,Rolling Line,B,MC011,OP030,HR Sheet,870,849,21,66,Tool Change,92.2,2.41
PRD00298,2025-06-10,Pickling Line,B,MC020,OP026,CR Coil,1004,991,13,88,Material Shortage,95.3,1.29
PRD00299,2025-03-09,Cut-to-Length Line,B,MC019,OP024,GP Coil,1614,1580,34,93,Scheduled Maintenance,93.7,2.11
PRD00300,2025-10-16,Rolling Line,C,MC004,OP009,Steel Strip,1136,1106,30,128,Tool Change,94.2,2.64
PRD00301,2025-10-04,Cut-to-Length Line,A,MC017,OP023,GI Sheet,1541,1509,32,53,Quality Inspection,94.5,2.08
PRD00302,2025-10-31,Rolling Line,A,MC018,OP009,HR Coil,1611,1603,8,89,Scheduled Maintenance,97.9,0.5
PRD00303,2025-05-15,Rolling Line,C,MC004,OP006,HR Coil,2259,2242,17,63,Mechanical Failure,97.1,0.75
PRD00304,2025-07-14,Pickling Line,C,MC001,OP003,HR Sheet,858,837,21,46,Quality Inspection,90.2,2.45
PRD00305,2025-05-08,Cut-to-Length Line,B,MC006,OP027,HR Sheet,1805,1754,51,92,Mechanical Failure,96.0,2.83
PRD00306,2025-02-02,Rolling Line,A,MC007,OP009,CR Sheet,1685,1635,50,50,Mechanical Failure,95.0,2.97
PRD00307,2025-06-25,Rolling Line,B,MC001,OP014,Steel Strip,1928,1828,100,80,Tool Change,93.9,5.19
PRD00308,2025-01-22,Rolling Line,A,MC006,OP017,HR Sheet,2063,2019,44,74,Tool Change,91.6,2.13
PRD00309,2025-08-26,Slitting Line,B,MC003,OP017,CR Sheet,1784,1754,30,37,Mechanical Failure,93.3,1.68
PRD00310,2025-06-07,Slitting Line,A,MC016,OP018,HR Coil,861,844,17,61,Scheduled Maintenance,95.8,1.97
PRD00311,2025-02-07,Slitting Line,B,MC002,OP011,Steel Strip,1349,1289,60,43,Mechanical Failure,96.1,4.45
PRD00312,2025-08-18,Cut-to-Length Line,A,MC002,OP020,HR Sheet,2299,2212,87,61,Material Shortage,96.8,3.78
PRD00313,2025-12-31,Pickling Line,B,MC011,OP019,Steel Plate,2270,2176,94,73,Power Failure,93.3,4.14
PRD00314,2025-02-20,Cut-to-Length Line,B,MC020,OP017,GI Sheet,1379,1346,33,64,Mechanical Failure,96.2,2.39
PRD00315,2025-09-21,Cut-to-Length Line,B,MC011,OP023,HR Coil,1685,1655,30,103,Quality Inspection,95.7,1.78
PRD00316,2025-10-10,Rolling Line,A,MC008,OP028,CR Coil,1066,1049,17,34,Quality Inspection,99.0,1.59
PRD00317,2025-01-27,Rolling Line,A,MC019,OP014,GI Sheet,1289,1254,35,128,Scheduled Maintenance,99.0,2.72
PRD00318,2025-08-14,Finishing Line,A,MC015,OP016,Steel Plate,1610,1558,52,29,Quality Inspection,94.4,3.23
PRD00319,2025-10-04,Rolling Line,B,MC020,OP030,CR Sheet,2364,2314,50,106,Tool Change,93.4,2.12
PRD00320,2025-10-13,Rolling Line,B,MC014,OP020,GI Sheet,2088,2059,29,51,Mechanical Failure,94.7,1.39
PRD00321,2025-04-07,Rolling Line,A,MC018,OP016,Steel Strip,810,788,22,99,Quality Inspection,95.3,2.72
PRD00322,2025-10-11,Cut-to-Length Line,C,MC020,OP028,Steel Strip,910,878,32,24,Mechanical Failure,87.3,3.52
PRD00323,2025-11-13,Pickling Line,C,MC005,OP011,Steel Plate,1646,1591,55,61,Quality Inspection,93.7,3.34
PRD00324,2025-10-31,Finishing Line,B,MC002,OP001,Steel Plate,833,802,31,11,Mechanical Failure,95.2,3.72
PRD00325,2025-05-27,Finishing Line,A,MC002,OP016,GP Coil,2407,2352,55,31,Mechanical Failure,95.3,2.29
PRD00326,2025-01-04,Slitting Line,C,MC002,OP022,HR Sheet,1863,1816,47,19,Tool Change,97.6,2.52
PRD00327,2025-02-04,Slitting Line,C,MC002,OP030,GP Coil,1421,1398,23,36,Material Shortage,96.4,1.62
PRD00328,2025-07-11,Slitting Line,C,MC009,OP006,CR Coil,540,532,8,33,Scheduled Maintenance,97.4,1.48
PRD00329,2025-02-18,Rolling Line,B,MC012,OP015,HR Coil,1466,1429,37,86,Scheduled Maintenance,95.2,2.52
PRD00330,2025-01-17,Rolling Line,C,MC020,OP001,CR Sheet,2251,2190,61,71,Quality Inspection,97.9,2.71
PRD00331,2025-06-21,Rolling Line,A,MC018,OP007,GI Sheet,572,556,16,95,Scheduled Maintenance,99.0,2.8
PRD00332,2025-08-08,Rolling Line,B,MC003,OP008,HR Coil,1246,1234,12,51,Mechanical Failure,92.6,0.96
PRD00333,2025-06-07,Slitting Line,B,MC019,OP021,GI Sheet,570,555,15,76,Tool Change,95.8,2.63
PRD00334,2025-02-15,Slitting Line,B,MC016,OP010,CR Coil,1240,1222,18,58,Quality Inspection,89.6,1.45
PRD00335,2025-01-06,Finishing Line,B,MC011,OP027,CR Coil,1719,1701,18,8,Mechanical Failure,95.8,1.05
PRD00336,2025-04-09,Pickling Line,A,MC015,OP030,GI Sheet,1970,1935,35,81,Tool Change,99.0,1.78
PRD00337,2025-08-21,Finishing Line,C,MC011,OP007,HR Sheet,1854,1810,44,20,Quality Inspection,94.6,2.37
PRD00338,2025-02-06,Slitting Line,B,MC010,OP008,Steel Plate,2231,2126,105,58,Material Shortage,92.9,4.71
PRD00339,2025-10-07,Pickling Line,C,MC019,OP029,GP Coil,719,706,13,48,Quality Inspection,93.4,1.81
PRD00340,2025-12-15,Slitting Line,A,MC005,OP013,CR Sheet,1706,1631,75,51,Quality Inspection,98.5,4.4
PRD00341,2025-10-29,Rolling Line,B,MC014,OP014,GI Sheet,676,657,19,168,Scheduled Maintenance,96.3,2.81
PRD00342,2025-06-30,Rolling Line,B,MC009,OP029,HR Sheet,1998,1917,81,108,Tool Change,94.6,4.05
PRD00343,2025-04-05,Finishing Line,B,MC006,OP023,Steel Plate,2372,2257,115,43,Power Failure,94.4,4.85
PRD00344,2025-04-09,Finishing Line,C,MC001,OP003,GI Sheet,859,839,20,29,Tool Change,91.0,2.33
PRD00345,2025-07-07,Rolling Line,A,MC012,OP026,GI Sheet,1145,1111,34,69,Power Failure,96.5,2.97
PRD00346,2025-04-26,Rolling Line,A,MC014,OP012,Steel Strip,964,935,29,75,Tool Change,94.4,3.01
PRD00347,2025-07-10,Pickling Line,C,MC004,OP026,GI Sheet,1758,1699,59,56,Tool Change,90.9,3.36
PRD00348,2025-09-10,Rolling Line,B,MC015,OP002,GI Sheet,936,918,18,32,Mechanical Failure,92.0,1.92
PRD00349,2025-06-10,Slitting Line,A,MC017,OP030,GI Sheet,639,631,8,43,Quality Inspection,93.8,1.25
PRD00350,2025-09-13,Rolling Line,B,MC020,OP030,CR Sheet,987,949,38,120,Mechanical Failure,97.2,3.85
PRD00351,2025-11-19,Pickling Line,B,MC012,OP025,Steel Plate,2292,2181,111,75,Quality Inspection,98.3,4.84
PRD00352,2025-05-08,Slitting Line,C,MC001,OP029,CR Coil,1808,1775,33,27,Mechanical Failure,92.0,1.83
PRD00353,2025-01-18,Slitting Line,A,MC013,OP005,Steel Strip,1101,1057,44,69,Quality Inspection,94.3,4.0
PRD00354,2025-10-08,Rolling Line,B,MC010,OP012,GP COIL,1851,1812,39,66,Mechanical Failure,93.3,2.11
PRD00355,2025-08-11,Pickling Line,B,MC004,OP025,GP Coil,1574,1529,45,0,Material Shortage,95.7,2.86
PRD00356,2025-02-23,Finishing Line,C,MC006,OP004,Steel Plate,1197,1125,72,12,Scheduled Maintenance,92.7,6.02
PRD00357,2025-02-27,Slitting Line,C,MC009,OP030,HR Sheet,2001,1977,24,62,Material Shortage,89.2,1.2
PRD00358,2025-11-19,Finishing Line,B,MC018,OP027,Steel Plate,1809,1750,59,12,Mechanical Failure,95.2,3.26
PRD00359,2025-12-26,Finishing Line,A,MC002,OP001,GI Sheet,819,797,22,23,Material Shortage,94.9,2.69
PRD00360,2025-06-23,Finishing Line,A,MC006,OP008,HR Sheet,1133,1098,35,15,Mechanical Failure,96.4,3.09
PRD00361,2025-10-07,Cut-to-Length Line,A,MC011,OP021,CR Sheet,1702,1633,69,53,Mechanical Failure,96.2,4.05
PRD00362,2025-04-24,Cut-to-Length Line,A,MC013,OP020,CR Coil,631,619,12,81,Tool Change,97.8,1.9
PRD00363,2025-10-15,Finishing Line,C,MC006,OP025,Steel Strip,1099,1052,47,46,Quality Inspection,91.9,4.28
PRD00364,2025-12-08,Rolling Line,C,MC012,OP025,CR Coil,1520,1484,36,65,Quality Inspection,92.9,2.37
PRD00365,2025-05-31,Pickling Line,B,MC019,OP002,HR Coil,2253,2233,20,32,Material Shortage,94.4,0.89
PRD00366,2025-05-07,Finishing Line,A,MC018,OP017,CR Sheet,699,682,17,25,Power Failure,97.8,2.43
PRD00367,2025-06-04,Cut-to-Length Line,A,MC019,OP024,HR Sheet,1106,1078,28,63,Quality Inspection,99.0,2.53
PRD00368,2025-09-30,Finishing Line,C,MC012,OP009,CR Coil,1093,1078,15,29,Quality Inspection,95.1,1.37
PRD00369,2025-04-14,Cut-to-Length Line,C,MC020,OP029,CR Sheet,1968,1925,43,102,Scheduled Maintenance,92.3,2.18
PRD00370,2025-10-26,Finishing Line,A,MC013,OP027,CR Sheet,1173,1144,29,34,Tool Change,95.4,2.47
PRD00371,2025-09-03,Cut-to-Length Line,B,MC020,OP020,GI Sheet,1838,1767,71,50,Quality Inspection,96.9,3.86
PRD00372,2025-06-25,Cut-to-Length Line,A,MC004,OP011,HR Coil,1512,1493,19,72,Material Shortage,96.5,1.26
PRD00373,2025-02-08,Pickling Line,A,MC006,OP017,HR Sheet,2324,2222,102,52,Quality Inspection,97.2,4.39
PRD00374,2025-06-19,Finishing Line,A,MC013,OP023,Steel Plate,2331,2223,108,21,Mechanical Failure,95.2,4.63
PRD00375,2025-09-04,Finishing Line,B,MC010,OP021,CR Sheet,572,553,19,28,Power Failure,96.2,3.32
PRD00376,2025-01-26,Finishing Line,A,MC003,OP029,GI Sheet,1351,1326,25,13,Tool Change,96.5,1.85
PRD00377,2025-12-21,Cut-to-Length Line,A,MC009,OP005,Steel Strip,1307,1250,57,129,Mechanical Failure,99.0,4.36
PRD00378,2025-11-02,Slitting Line,A,MC015,OP021,Steel Strip,1442,1371,71,48,Tool Change,98.4,4.92
PRD00379,2025-01-13,Rolling Line,A,MC005,OP026,Steel Strip,2209,2167,42,84,Power Failure,98.3,1.9
PRD00380,2025-11-12,Finishing Line,B,MC009,OP009,CR Sheet,1525,1490,35,23,Mechanical Failure,91.7,2.3
PRD00381,2025-11-09,Pickling Line,A,MC015,OP007,HR Sheet,2142,2070,72,78,Tool Change,94.3,3.36
PRD00382,2025-02-05,Slitting Line,C,MC013,OP018,CR Sheet,1178,1141,37,28,Tool Change,94.2,3.14
PRD00383,2025-06-22,Rolling Line,A,MC003,OP015,HR Coil,520,508,12,82,Mechanical Failure,98.3,2.31
PRD00384,2025-01-20,Finishing Line,A,MC019,OP026,GI Sheet,961,930,31,3,Tool Change,97.1,3.23
PRD00385,2025-11-17,Finishing Line,A,MC002,OP025,Steel Plate,849,820,29,14,Tool Change,96.9,3.42
PRD00386,2025-09-21,Finishing Line,A,MC018,OP016,HR Coil,2077,2025,52,27,Quality Inspection,97.6,2.5
PRD00387,2025-05-22,Cut-to-Length Line,A,MC014,OP016,GI Sheet,1313,1271,42,46,Scheduled Maintenance,99.0,3.2
PRD00388,2025-05-23,Slitting Line,A,MC013,OP029,GP Coil,614,603,11,46,Tool Change,97.2,1.79
PRD00389,2025-04-02,Slitting Line,C,MC008,OP020,Steel Plate,870,846,24,36,Scheduled Maintenance,93.4,2.76
PRD00390,2025-12-20,Rolling Line,C,MC010,OP013,HR Sheet,516,495,21,115,Mechanical Failure,95.4,4.07
PRD00391,2025-11-18,Finishing Line,C,MC002,OP005,HR Sheet,788,760,28,6,Quality Inspection,91.5,3.55
PRD00392,2025-10-15,Rolling Line,A,MC010,OP002,HR Coil,1854,1815,39,51,Power Failure,97.1,2.1
PRD00393,2025-08-03,Cut-to-Length Line,B,MC002,OP019,HR Sheet,2027,1963,64,40,Mechanical Failure,96.7,3.16
PRD00394,2025-12-08,Pickling Line,A,MC004,OP005,GP Coil,541,534,7,62,Mechanical Failure,97.9,1.29
PRD00395,2025-02-20,Pickling Line,C,MC009,OP001,GP Coil,728,718,10,41,Mechanical Failure,91.6,1.37
PRD00396,2025-06-02,Finishing Line,C,MC010,OP001,HR Coil,1275,1252,23,22,Material Shortage,92.5,1.8
PRD00397,2025-07-05,Rolling Line,C,MC004,OP016,CR Coil,1655,1644,11,126,Tool Change,95.8,0.66
PRD00398,2025-03-04,Cut-to-Length Line,A,MC003,OP017,CR Coil,986,975,11,52,Quality Inspection,94.2,1.12
PRD00399,2025-07-09,Rolling Line,A,MC007,OP007,GI Sheet,1117,1090,27,133,Scheduled Maintenance,94.4,2.42
PRD00400,2025-05-05,Rolling Line,A,MC016,OP010,HR Coil,638,634,4,6,Mechanical Failure,96.1,0.63
PRD00401,2025-05-30,Pickling Line,A,MC005,OP028,CR Sheet,648,623,25,23,Quality Inspection,98.8,3.86
PRD00402,2025-11-10,Rolling Line,A,MC013,OP004,HR Coil,887,868,19,70,Material Shortage,95.8,2.14
PRD00403,2025-02-27,Cut-to-Length Line,A,MC010,OP004,HR Sheet,1762,1704,58,24,Scheduled Maintenance,94.8,3.29
PRD00404,2025-12-08,Pickling Line,A,MC002,OP013,GP Coil,2270,2216,54,67,Power Failure,98.3,2.38
PRD00405,2025-11-01,Rolling Line,B,MC016,OP013,HR Sheet,1792,1721,71,97,Mechanical Failure,94.6,3.96
PRD00406,2025-06-29,Rolling Line,B,MC020,OP027,GP Coil,1810,1801,9,99,Tool Change,93.6,0.5
PRD00407,2025-06-19,Cut-to-Length Line,C,MC001,OP003,CR Sheet,2472,2401,71,26,Mechanical Failure,96.4,2.87
PRD00408,2025-11-22,Finishing Line,A,MC006,OP011,CR Sheet,1911,1884,27,18,Scheduled Maintenance,96.1,1.41
PRD00409,2025-09-28,Pickling Line,A,MC019,OP018,Steel Strip,754,726,28,49,Material Shortage,96.0,3.71
PRD00410,2025-02-23,Pickling Line,B,MC001,OP020,GP Coil,1795,1781,14,36,Quality Inspection,93.7,0.78
PRD00411,2025-04-11,Cut-to-Length Line,B,MC005,OP029,Steel Plate,1382,1329,53,50,Mechanical Failure,98.2,3.84
PRD00412,2025-09-21,Cut-to-Length Line,A,MC012,OP011,CR Coil,603,592,11,47,Quality Inspection,93.3,1.82
PRD00413,2025-02-22,Slitting Line,C,MC017,OP018,GI Sheet,1513,1460,53,37,Material Shortage,90.6,3.5
PRD00414,2025-03-01,Cut-to-Length Line,A,MC019,OP014,GI Sheet,548,539,9,97,Scheduled Maintenance,92.1,1.64
PRD00415,2025-04-18,Cut-to-Length Line,B,MC008,OP011,HR Coil,797,780,17,27,Tool Change,92.6,2.13
PRD00416,2025-01-05,Cut-to-Length Line,B,MC010,OP013,GP Coil,841,820,21,25,Mechanical Failure,96.4,2.5
PRD00417,2025-04-13,Cut-to-Length Line,A,MC003,OP011,CR Sheet,811,789,22,119,Mechanical Failure,97.3,2.71
PRD00418,2025-07-15,Finishing Line,B,MC009,OP007,CR Sheet,2001,1966,35,44,Mechanical Failure,98.4,1.75
PRD00419,2025-09-19,Rolling Line,B,MC007,OP010,HR Coil,1347,1311,36,122,Quality Inspection,93.6,2.67
PRD00420,2025-12-31,Finishing Line,A,MC006,OP006,CR Coil,1463,1436,27,7,Mechanical Failure,96.4,1.85
PRD00421,2025-12-16,Pickling Line,C,MC015,OP006,CR Sheet,1381,1343,38,29,Power Failure,92.1,2.75
PRD00422,2025-02-16,Cut-to-Length Line,A,MC013,OP018,HR Sheet,2023,1915,108,40,Tool Change,98.6,5.34
PRD00423,2025-12-21,Rolling Line,C,MC014,OP011,Steel Plate,2380,2259,121,82,Mechanical Failure,95.8,5.08
PRD00424,2025-11-07,Slitting Line,A,MC005,OP021,CR Sheet,2074,2007,67,54,Quality Inspection,95.8,3.23
PRD00425,2025-11-04,Cut-to-Length Line,B,MC002,OP026,CR Sheet,1757,1698,59,28,Material Shortage,93.3,3.36
PRD00426,2025-05-24,Cut-to-Length Line,A,MC007,OP015,CR Coil,1184,1165,19,51,Power Failure,96.5,1.6
PRD00427,2025-09-26,Rolling Line,C,MC001,OP024,HR Coil,1827,1798,29,68,Tool Change,94.5,1.59
PRD00428,2025-05-04,Pickling Line,C,MC016,OP028,GP Coil,818,800,18,43,Quality Inspection,95.9,2.2
PRD00429,2025-04-16,Rolling Line,A,MC007,OP018,HR Coil,1034,1008,26,81,Quality Inspection,92.5,2.51
PRD00430,2025-06-07,Finishing Line,A,MC015,OP008,HR Sheet,865,848,17,22,Mechanical Failure,95.5,1.97
PRD00431,2025-05-27,Finishing Line,C,MC006,OP009,GP Coil,800,775,25,46,Tool Change,94.3,3.12
PRD00432,2025-05-25,Rolling Line,C,MC020,OP003,GP Coil,1397,1374,23,52,Mechanical Failure,91.7,1.65
PRD00433,2025-04-30,Finishing Line,B,MC019,OP028,CR Sheet,1526,1495,31,24,Tool Change,92.4,2.03
PRD00434,2025-11-15,Finishing Line,B,MC009,OP029,CR Sheet,1770,1707,63,12,Mechanical Failure,95.4,3.56
PRD00435,2025-10-02,Slitting Line,C,MC006,OP015,Steel Strip,1288,1238,50,87,Mechanical Failure,90.2,3.88
PRD00436,2025-04-02,Cut-to-Length Line,A,MC017,OP020,HR Coil,1787,1746,41,53,Material Shortage,95.7,2.29
PRD00437,2025-02-27,Pickling Line,B,MC005,OP014,Steel Plate,986,927,59,31,Material Shortage,96.1,5.98
PRD00438,2025-12-12,Cut-to-Length Line,B,MC015,OP030,Steel Strip,2039,1947,92,38,Scheduled Maintenance,95.4,4.51
PRD00439,2025-08-17,Slitting Line,C,MC007,OP024,HR Coil,718,698,20,40,Quality Inspection,90.9,2.79
PRD00440,2025-04-27,Slitting Line,A,MC014,OP002,HR Sheet,1047,1027,20,64,Quality Inspection,95.8,1.91
PRD00441,2025-11-14,Pickling Line,B,MC020,OP018,CR Coil,2347,2315,32,39,Scheduled Maintenance,90.5,1.36
