Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent,Good_Qty,Production_Loss,Downtime_Hours,Month,Quarter,Week,Day_Name,Efficiency_Category
PRD00160,2025-06-19,Rolling Line,C,MC014,OP028,HR Sheet,2408,2321,87,36,Mechanical Failure,96.1,3.61,2234,87,0.6,June,2,25,Thursday,High
PRD00161,2025-02-14,Rolling Line,C,MC014,OP007,GI Sheet,2437,2398,39,73,Material Shortage,97.0,1.6,2359,39,1.22,February,1,7,Friday,High
PRD00162,2025-03-03,Cut-To-Length Line,B,MC008,OP025,HR Coil,1692,1668,24,107,Quality Inspection,93.2,1.42,1644,24,1.78,March,1,10,Monday,Medium
PRD00163,2025-05-14,Rolling Line,B,MC017,OP001,HR Coil,1478,1471,7,70,Quality Inspection,94.6,0.47,1464,7,1.17,May,2,20,Wednesday,Medium
PRD00164,2025-10-11,Pickling Line,A,MC018,OP012,CR Sheet,2142,2091,51,52,Power Failure,95.7,2.38,2040,51,0.87,October,4,41,Saturday,High
PRD00165,2025-01-28,Pickling Line,A,MC015,OP023,Steel Plate,2277,2186,91,34,Mechanical Failure,98.5,4.0,2095,91,0.57,January,1,5,Tuesday,High
PRD00166,2025-04-18,Slitting Line,A,MC010,OP005,HR Sheet,590,567,23,24,Material Shortage,95.8,3.9,544,23,0.4,April,2,16,Friday,High
PRD00167,2025-02-13,Finishing Line,B,MC020,OP016,GI Sheet,1019,991,28,23,Material Shortage,95.6,2.75,963,28,0.38,February,1,7,Thursday,High
PRD00168,2025-12-06,Rolling Line,C,MC016,OP003,CR Sheet,876,857,19,86,Quality Inspection,91.1,2.17,838,19,1.43,December,4,49,Saturday,Medium
PRD00169,2025-10-13,Slitting Line,B,MC007,OP011,Steel Plate,1029,988,41,72,Mechanical Failure,96.7,3.98,947,41,1.2,October,4,42,Monday,High
PRD00170,2025-11-27,Cut-To-Length Line,A,MC017,OP015,CR Coil,1377,1358,19,22,Power Failure,94.6,1.38,1339,19,0.37,November,4,48,Thursday,Medium
PRD00171,2025-05-08,Rolling Line,B,MC005,OP005,GI Sheet,1361,1332,29,99,Mechanical Failure,94.6,2.13,1303,29,1.65,May,2,19,Thursday,Medium
PRD00172,2025-12-14,Cut-To-Length Line,A,MC018,OP006,GP Coil,2222,2197,25,71,Tool Change,97.4,1.13,2172,25,1.18,December,4,50,Sunday,High
PRD00173,2025-08-19,Finishing Line,C,MC014,OP004,GP Coil,1676,1613,63,14,Mechanical Failure,90.1,3.76,1550,63,0.23,August,3,34,Tuesday,Medium
PRD00174,2025-07-09,Finishing Line,A,MC018,OP012,HR Sheet,1574,1530,44,29,Mechanical Failure,95.1,2.8,1486,44,0.48,July,3,28,Wednesday,High
PRD00175,2025-08-13,Finishing Line,B,MC018,OP010,CR Coil,1140,1122,18,2,Quality Inspection,93.2,1.58,1104,18,0.03,August,3,33,Wednesday,Medium
PRD00176,2025-10-10,Slitting Line,C,MC015,OP009,HR Coil,1881,1851,30,18,Material Shortage,96.5,1.59,1821,30,0.3,October,4,41,Friday,High
PRD00177,2025-05-01,Pickling Line,A,MC011,OP001,HR Coil,2245,2210,35,9,Tool Change,99.0,1.56,2175,35,0.15,May,2,18,Thursday,High
PRD00178,2025-04-26,Rolling Line,A,MC005,OP028,HR Coil,676,663,13,64,Mechanical Failure,97.2,1.92,650,13,1.07,April,2,17,Saturday,High
PRD00179,2025-08-21,Slitting Line,B,MC016,OP010,GI Sheet,1985,1899,86,51,Material Shortage,92.9,4.33,1813,86,0.85,August,3,34,Thursday,Medium
PRD00180,2025-09-16,Rolling Line,A,MC008,OP006,Steel Plate,1511,1479,32,89,Mechanical Failure,95.8,2.12,1447,32,1.48,September,3,38,Tuesday,High
PRD00181,2025-12-25,Slitting Line,B,MC013,OP014,CR Coil,1152,1133,19,33,Mechanical Failure,93.8,1.65,1114,19,0.55,December,4,52,Thursday,Medium
PRD00182,2025-07-17,Finishing Line,C,MC017,OP026,Steel Strip,1506,1416,90,40,Tool Change,95.1,5.98,1326,90,0.67,July,3,29,Thursday,High
PRD00183,2025-05-17,Slitting Line,A,MC009,OP027,CR Sheet,844,817,27,48,Mechanical Failure,95.4,3.2,790,27,0.8,May,2,20,Saturday,High
PRD00184,2025-11-14,Pickling Line,B,MC015,OP011,CR Sheet,819,796,23,8,Tool Change,95.9,2.81,773,23,0.13,November,4,46,Friday,High
PRD00185,2025-06-14,Pickling Line,C,MC007,OP028,GI Sheet,1019,988,31,94,Mechanical Failure,94.2,3.04,957,31,1.57,June,2,24,Saturday,Medium
PRD00186,2025-08-13,Pickling Line,B,MC018,OP014,GP Coil,1455,1423,32,88,Power Failure,90.5,2.2,1391,32,1.47,August,3,33,Wednesday,Medium
PRD00187,2025-11-03,Finishing Line,C,MC014,OP011,Steel Plate,646,610,36,31,Material Shortage,93.3,5.57,574,36,0.52,November,4,45,Monday,Medium
PRD00188,2025-08-22,Slitting Line,A,MC008,OP002,Steel Plate,1585,1496,89,52,Mechanical Failure,95.8,5.62,1407,89,0.87,August,3,34,Friday,High
PRD00189,2025-06-21,Cut-To-Length Line,C,MC002,OP029,GI Sheet,1435,1379,56,64,Material Shortage,92.3,3.9,1323,56,1.07,June,2,25,Saturday,Medium
PRD00190,2025-06-01,Pickling Line,B,MC018,OP023,GP Coil,873,852,21,26,Mechanical Failure,94.0,2.41,831,21,0.43,June,2,22,Sunday,Medium
PRD00191,2025-11-11,Rolling Line,C,MC004,OP025,Steel Plate,1832,1766,66,84,Material Shortage,94.1,3.6,1700,66,1.4,November,4,46,Tuesday,Medium
PRD00192,2025-06-09,Pickling Line,A,MC002,OP028,GI Sheet,1124,1092,32,51,Material Shortage,93.9,2.85,1060,32,0.85,June,2,24,Monday,Medium
PRD00193,2025-04-06,Finishing Line,A,MC010,OP022,GP Coil,860,850,10,23,Power Failure,94.7,1.16,840,10,0.38,April,2,14,Sunday,Medium
PRD00194,2025-08-21,Rolling Line,A,MC006,OP027,Steel Strip,1381,1333,48,63,Quality Inspection,93.1,3.48,1285,48,1.05,August,3,34,Thursday,Medium
PRD00195,2025-06-29,Rolling Line,C,MC011,OP015,GI Sheet,1372,1350,22,17,Mechanical Failure,91.3,1.6,1328,22,0.28,June,2,26,Sunday,Medium
PRD00196,2025-04-23,Rolling Line,B,MC020,OP027,Steel Strip,1896,1840,56,113,Tool Change,92.4,2.95,1784,56,1.88,April,2,17,Wednesday,Medium
PRD00197,2025-11-14,Cut-To-Length Line,C,MC010,OP010,HR Sheet,502,496,6,56,Scheduled Maintenance,98.9,1.2,490,6,0.93,November,4,46,Friday,High
PRD00198,2025-02-21,Cut-To-Length Line,A,MC017,OP027,GP Coil,1389,1382,7,51,Quality Inspection,94.4,0.5,1375,7,0.85,February,1,8,Friday,Medium
PRD00199,2025-09-25,Pickling Line,A,MC008,OP025,HR Sheet,1040,1030,10,60,Quality Inspection,96.6,0.96,1020,10,1.0,September,3,39,Thursday,High
PRD00200,2025-10-22,Pickling Line,A,MC006,OP028,CR Coil,579,576,3,74,Tool Change,98.9,0.52,573,3,1.23,October,4,43,Wednesday,High
PRD00201,2025-04-23,Finishing Line,B,MC016,OP011,Steel Strip,1914,1822,92,11,Scheduled Maintenance,95.6,4.81,1730,92,0.18,April,2,17,Wednesday,High
PRD00202,2025-04-11,Cut-To-Length Line,C,MC010,OP008,CR Sheet,2097,2055,42,75,Material Shortage,91.7,2.0,2013,42,1.25,April,2,15,Friday,Medium
PRD00203,2025-04-23,Finishing Line,B,MC019,OP021,HR Coil,2472,2434,38,27,Mechanical Failure,93.7,1.54,2396,38,0.45,April,2,17,Wednesday,Medium
PRD00204,2025-03-22,Finishing Line,C,MC004,OP008,GI Sheet,1096,1081,15,26,Mechanical Failure,97.5,1.37,1066,15,0.43,March,1,12,Saturday,High
PRD00205,2025-07-06,Cut-To-Length Line,A,MC002,OP005,HR Sheet,1761,1728,33,70,Material Shortage,96.6,1.87,1695,33,1.17,July,3,27,Sunday,High
PRD00206,2025-04-23,Pickling Line,C,MC020,OP024,HR Sheet,1182,1143,39,63,Scheduled Maintenance,99.0,3.3,1104,39,1.05,April,2,17,Wednesday,High
PRD00207,2025-01-02,Finishing Line,C,MC002,OP014,GI Sheet,2305,2223,82,20,Quality Inspection,93.1,3.56,2141,82,0.33,January,1,1,Thursday,Medium
PRD00208,2025-05-10,Finishing Line,A,MC012,OP030,GI Sheet,1434,1380,54,29,Tool Change,95.9,3.77,1326,54,0.48,May,2,19,Saturday,High
PRD00209,2025-08-08,Rolling Line,A,MC004,OP016,GI Sheet,779,755,24,81,Mechanical Failure,98.7,3.08,731,24,1.35,August,3,32,Friday,High
PRD00210,2025-02-23,Rolling Line,B,MC016,OP023,CR Coil,1507,1482,25,136,Quality Inspection,94.0,1.66,1457,25,2.27,February,1,8,Sunday,Medium
PRD00211,2025-12-09,Finishing Line,A,MC002,OP028,Steel Strip,1745,1686,59,36,Material Shortage,99.0,3.38,1627,59,0.6,December,4,50,Tuesday,High
PRD00212,2025-08-12,Slitting Line,C,MC016,OP021,HR Sheet,747,722,25,71,Mechanical Failure,96.2,3.35,697,25,1.18,August,3,33,Tuesday,High
PRD00213,2025-08-13,Finishing Line,C,MC015,OP024,HR Coil,1300,1267,33,0,Mechanical Failure,87.5,2.54,1234,33,0.0,August,3,33,Wednesday,Low
PRD00214,2025-05-06,Slitting Line,C,MC014,OP013,CR Sheet,871,855,16,32,Tool Change,90.6,1.84,839,16,0.53,May,2,19,Tuesday,Medium
PRD00215,2025-05-10,Rolling Line,C,MC011,OP022,Steel Strip,1353,1328,25,149,Power Failure,93.3,1.85,1303,25,2.48,May,2,19,Saturday,Medium
PRD00216,2025-02-22,Rolling Line,A,MC015,OP007,HR Coil,1469,1426,43,25,Tool Change,98.6,2.93,1383,43,0.42,February,1,8,Saturday,High
PRD00217,2025-06-21,Rolling Line,A,MC006,OP027,Steel Plate,2097,1971,126,157,Tool Change,95.2,6.01,1845,126,2.62,June,2,25,Saturday,High
PRD00218,2025-08-06,Slitting Line,C,MC016,OP005,CR Coil,2097,2079,18,53,Quality Inspection,95.0,0.86,2061,18,0.88,August,3,32,Wednesday,Medium
PRD00219,2025-06-09,Pickling Line,B,MC001,OP015,HR Coil,958,943,15,49,Mechanical Failure,93.2,1.57,928,15,0.82,June,2,24,Monday,Medium
PRD00220,2025-07-17,Cut-To-Length Line,C,MC011,OP024,HR Coil,962,932,30,45,Mechanical Failure,93.1,3.12,902,30,0.75,July,3,29,Thursday,Medium
PRD00221,2025-09-04,Finishing Line,C,MC014,OP011,GP Coil,1893,1863,30,20,Mechanical Failure,92.6,1.58,1833,30,0.33,September,3,36,Thursday,Medium
PRD00222,2025-11-20,Pickling Line,B,MC002,OP024,Steel Strip,867,848,19,49,Quality Inspection,94.1,2.19,829,19,0.82,November,4,47,Thursday,Medium
PRD00223,2025-07-22,Pickling Line,A,MC016,OP017,GP Coil,1962,1912,50,31,Material Shortage,97.0,2.55,1862,50,0.52,July,3,30,Tuesday,High
PRD00224,2025-07-03,Pickling Line,C,MC004,OP008,CR Coil,1489,1473,16,22,Power Failure,89.4,1.07,1457,16,0.37,July,3,27,Thursday,Low
PRD00225,2025-05-03,Pickling Line,B,MC014,OP010,CR Coil,513,509,4,22,Material Shortage,95.4,0.78,505,4,0.37,May,2,18,Saturday,High
PRD00226,2025-09-12,Pickling Line,C,MC016,OP024,HR Coil,1107,1093,14,78,Quality Inspection,94.2,1.26,1079,14,1.3,September,3,37,Friday,Medium
PRD00227,2025-10-21,Rolling Line,B,MC015,OP023,GP Coil,1073,1050,23,103,Tool Change,97.1,2.14,1027,23,1.72,October,4,43,Tuesday,High
PRD00228,2025-10-07,Rolling Line,A,MC002,OP006,GP Coil,1037,1031,6,95,Material Shortage,95.1,0.58,1025,6,1.58,October,4,41,Tuesday,High
PRD00229,2025-11-21,Rolling Line,A,MC013,OP027,HR Coil,2288,2249,39,44,Mechanical Failure,96.7,1.7,2210,39,0.73,November,4,47,Friday,High
PRD00230,2025-04-08,Rolling Line,C,MC017,OP010,CR Sheet,1528,1505,23,94,Scheduled Maintenance,91.7,1.51,1482,23,1.57,April,2,15,Tuesday,Medium
PRD00231,2025-07-17,Cut-To-Length Line,B,MC020,OP019,HR Coil,1442,1394,48,102,Quality Inspection,92.1,3.33,1346,48,1.7,July,3,29,Thursday,Medium
PRD00232,2025-08-28,Rolling Line,B,MC010,OP007,Steel Plate,1727,1680,47,67,Power Failure,94.7,2.72,1633,47,1.12,August,3,35,Thursday,Medium
PRD00233,2025-05-24,Finishing Line,B,MC015,OP027,GI Sheet,1040,1010,30,18,Mechanical Failure,96.3,2.88,980,30,0.3,May,2,21,Saturday,High
PRD00234,2025-04-07,Finishing Line,B,MC017,OP020,HR Sheet,2440,2375,65,25,Tool Change,97.8,2.66,2310,65,0.42,April,2,15,Monday,High
PRD00235,2025-07-20,Finishing Line,A,MC008,OP024,Steel Strip,2188,2132,56,2,Scheduled Maintenance,93.0,2.56,2076,56,0.03,July,3,29,Sunday,Medium
PRD00236,2025-05-04,Finishing Line,B,MC002,OP027,HR Sheet,936,930,6,38,Mechanical Failure,92.9,0.64,924,6,0.63,May,2,18,Sunday,Medium
PRD00237,2025-07-06,Slitting Line,A,MC001,OP005,CR Coil,1603,1561,42,62,Material Shortage,96.7,2.62,1519,42,1.03,July,3,27,Sunday,High
PRD00238,2025-11-22,Pickling Line,B,MC005,OP013,CR Coil,839,828,11,65,Mechanical Failure,91.4,1.31,817,11,1.08,November,4,47,Saturday,Medium
PRD00239,2025-12-15,Rolling Line,B,MC003,OP003,Steel Plate,2002,1956,46,83,Mechanical Failure,96.9,2.3,1910,46,1.38,December,4,51,Monday,High
PRD00240,2025-09-16,Finishing Line,A,MC011,OP022,CR Sheet,1519,1453,66,5,Tool Change,98.1,4.34,1387,66,0.08,September,3,38,Tuesday,High
PRD00241,2025-05-28,Finishing Line,B,MC016,OP016,GP Coil,574,559,15,27,Quality Inspection,97.9,2.61,544,15,0.45,May,2,22,Wednesday,High
PRD00242,2025-09-09,Finishing Line,B,MC009,OP006,Steel Strip,2091,2042,49,17,Mechanical Failure,96.5,2.34,1993,49,0.28,September,3,37,Tuesday,High
PRD00243,2025-12-12,Pickling Line,A,MC004,OP022,CR Sheet,2407,2354,53,72,Tool Change,97.2,2.2,2301,53,1.2,December,4,50,Friday,High
PRD00244,2025-05-27,Cut-To-Length Line,C,MC009,OP008,GI Sheet,1968,1921,47,55,Quality Inspection,95.2,2.39,1874,47,0.92,May,2,22,Tuesday,High
PRD00245,2025-05-28,Rolling Line,A,MC014,OP016,HR Sheet,2067,2013,54,160,Power Failure,98.1,2.61,1959,54,2.67,May,2,22,Wednesday,High
PRD00246,2025-12-18,Rolling Line,B,MC010,OP017,CR Sheet,739,722,17,55,Material Shortage,94.9,2.3,705,17,0.92,December,4,51,Thursday,Medium
PRD00247,2025-07-18,Cut-To-Length Line,A,MC016,OP029,GP Coil,2171,2128,43,44,Scheduled Maintenance,96.3,1.98,2085,43,0.73,July,3,29,Friday,High
PRD00248,2025-11-04,Pickling Line,C,MC009,OP010,Steel Plate,1994,1918,76,32,Quality Inspection,91.5,3.81,1842,76,0.53,November,4,45,Tuesday,Medium
PRD00249,2025-05-08,Finishing Line,C,MC003,OP017,Steel Plate,1723,1654,69,49,Material Shortage,95.2,4.0,1585,69,0.82,May,2,19,Thursday,High
PRD00250,2025-02-08,Rolling Line,B,MC001,OP010,Steel Plate,885,861,24,44,Mechanical Failure,93.1,2.71,837,24,0.73,February,1,6,Saturday,Medium
PRD00251,2025-12-04,Finishing Line,C,MC020,OP007,CR Coil,1934,1904,30,38,Mechanical Failure,94.2,1.55,1874,30,0.63,December,4,49,Thursday,Medium
PRD00252,2025-12-26,Pickling Line,A,MC011,OP011,CR Coil,1303,1277,26,0,Mechanical Failure,93.1,2.0,1251,26,0.0,December,4,52,Friday,Medium
PRD00253,2025-05-09,Finishing Line,A,MC020,OP003,HR Sheet,2390,2347,43,19,Scheduled Maintenance,99.0,1.8,2304,43,0.32,May,2,19,Friday,High
PRD00254,2025-09-24,Finishing Line,A,MC020,OP008,GP Coil,1418,1400,18,10,Quality Inspection,96.4,1.27,1382,18,0.17,September,3,39,Wednesday,High
PRD00255,2025-05-31,Finishing Line,A,MC001,OP003,Steel Strip,796,776,20,23,Mechanical Failure,97.5,2.51,756,20,0.38,May,2,22,Saturday,High
PRD00256,2025-10-25,Slitting Line,B,MC005,OP013,CR Sheet,1891,1851,40,75,Material Shortage,95.9,2.12,1811,40,1.25,October,4,43,Saturday,High
PRD00257,2025-04-09,Finishing Line,B,MC009,OP006,HR Sheet,1920,1850,70,11,Mechanical Failure,93.8,3.65,1780,70,0.18,April,2,15,Wednesday,Medium
PRD00258,2025-09-20,Rolling Line,B,MC003,OP017,HR Coil,978,963,15,79,Quality Inspection,97.8,1.53,948,15,1.32,September,3,38,Saturday,High
PRD00259,2025-09-09,Rolling Line,C,MC012,OP002,HR Sheet,2144,2102,42,81,Quality Inspection,91.9,1.96,2060,42,1.35,September,3,37,Tuesday,Medium
PRD00260,2025-05-24,Pickling Line,A,MC018,OP007,CR Coil,2001,1967,34,58,Material Shortage,99.0,1.7,1933,34,0.97,May,2,21,Saturday,High
PRD00261,2025-12-12,Finishing Line,A,MC002,OP028,Steel Strip,2425,2323,102,11,Mechanical Failure,97.6,4.21,2221,102,0.18,December,4,50,Friday,High
PRD00262,2025-04-22,Pickling Line,B,MC010,OP006,GI Sheet,1198,1183,15,48,Tool Change,92.1,1.25,1168,15,0.8,April,2,17,Tuesday,Medium
PRD00263,2025-03-01,Finishing Line,B,MC007,OP001,CR Sheet,647,634,13,9,Material Shortage,96.3,2.01,621,13,0.15,March,1,9,Saturday,High
PRD00264,2025-01-02,Cut-To-Length Line,A,MC018,OP010,GI Sheet,2381,2325,56,84,Tool Change,95.7,2.35,2269,56,1.4,January,1,1,Thursday,High
PRD00265,2025-10-31,Rolling Line,A,MC016,OP023,GI Sheet,855,818,37,88,Material Shortage,96.6,4.33,781,37,1.47,October,4,44,Friday,High
PRD00266,2025-09-11,Finishing Line,B,MC013,OP020,CR Sheet,2310,2242,68,15,Power Failure,93.2,2.94,2174,68,0.25,September,3,37,Thursday,Medium
PRD00267,2025-05-20,Rolling Line,A,MC001,OP001,CR Sheet,1865,1815,50,56,Tool Change,94.9,2.68,1765,50,0.93,May,2,21,Tuesday,Medium
PRD00268,2025-02-06,Finishing Line,C,MC007,OP025,Steel Plate,1151,1082,69,20,Power Failure,93.1,5.99,1013,69,0.33,February,1,6,Thursday,Medium
PRD00269,2025-06-09,Slitting Line,A,MC011,OP014,GP Coil,1014,991,23,41,Quality Inspection,95.3,2.27,968,23,0.68,June,2,24,Monday,High
PRD00270,2025-01-09,Pickling Line,A,MC006,OP003,CR Sheet,1128,1103,25,76,Mechanical Failure,96.6,2.22,1078,25,1.27,January,1,2,Thursday,High
PRD00271,2025-08-21,Pickling Line,B,MC005,OP030,Steel Plate,888,847,41,41,Power Failure,91.6,4.62,806,41,0.68,August,3,34,Thursday,Medium
PRD00272,2025-04-09,Rolling Line,C,MC010,OP009,GI Sheet,568,549,19,48,Quality Inspection,91.0,3.35,530,19,0.8,April,2,15,Wednesday,Medium
PRD00273,2025-05-27,Slitting Line,B,MC003,OP030,GI Sheet,1950,1886,64,42,Material Shortage,96.1,3.28,1822,64,0.7,May,2,22,Tuesday,High
PRD00274,2025-10-31,Rolling Line,B,MC015,OP030,CR Sheet,961,929,32,24,Tool Change,97.7,3.33,897,32,0.4,October,4,44,Friday,High
PRD00275,2025-07-27,Rolling Line,A,MC012,OP007,Steel Plate,2088,1974,114,110,Mechanical Failure,94.5,5.46,1860,114,1.83,July,3,30,Sunday,Medium
PRD00276,2025-05-11,Rolling Line,B,MC005,OP030,GI Sheet,2020,1955,65,129,Tool Change,93.1,3.22,1890,65,2.15,May,2,19,Sunday,Medium
PRD00277,2025-06-01,Pickling Line,A,MC014,OP008,GI Sheet,666,651,15,88,Mechanical Failure,97.7,2.25,636,15,1.47,June,2,22,Sunday,High
PRD00278,2025-02-23,Cut-To-Length Line,B,MC012,OP007,HR Sheet,2042,1996,46,6,Tool Change,93.5,2.25,1950,46,0.1,February,1,8,Sunday,Medium
PRD00279,2025-04-30,Pickling Line,B,MC011,OP010,HR Sheet,1645,1612,33,41,Power Failure,92.4,2.01,1579,33,0.68,April,2,18,Wednesday,Medium
PRD00280,2025-06-10,Finishing Line,A,MC013,OP027,GP Coil,1302,1280,22,30,Scheduled Maintenance,97.2,1.69,1258,22,0.5,June,2,24,Tuesday,High
PRD00281,2025-04-26,Cut-To-Length Line,A,MC010,OP025,GI Sheet,1369,1349,20,67,Tool Change,95.8,1.46,1329,20,1.12,April,2,17,Saturday,High
PRD00282,2025-03-16,Cut-To-Length Line,C,MC010,OP015,Steel Plate,1729,1662,67,39,Quality Inspection,93.5,3.88,1595,67,0.65,March,1,11,Sunday,Medium
PRD00283,2025-04-23,Cut-To-Length Line,B,MC014,OP019,Steel Plate,1960,1926,34,66,Tool Change,93.4,1.73,1892,34,1.1,April,2,17,Wednesday,Medium
PRD00284,2025-04-14,Pickling Line,C,MC020,OP024,CR Sheet,1284,1258,26,62,Power Failure,89.7,2.02,1232,26,1.03,April,2,16,Monday,Low
PRD00285,2025-12-06,Cut-To-Length Line,A,MC016,OP028,HR Coil,2490,2433,57,56,Tool Change,93.8,2.29,2376,57,0.93,December,4,49,Saturday,Medium
PRD00286,2025-09-11,Rolling Line,B,MC012,OP002,GI Sheet,2311,2211,100,58,Scheduled Maintenance,95.5,4.33,2111,100,0.97,September,3,37,Thursday,High
PRD00287,2025-08-15,Finishing Line,A,MC018,OP020,CR Sheet,1045,1024,21,9,Mechanical Failure,95.6,2.01,1003,21,0.15,August,3,33,Friday,High
PRD00288,2025-04-22,Cut-To-Length Line,A,MC004,OP010,HR Coil,1137,1101,36,80,Tool Change,96.0,3.17,1065,36,1.33,April,2,17,Tuesday,High
PRD00289,2025-04-09,Slitting Line,B,MC010,OP029,CR Sheet,1809,1739,70,66,Power Failure,95.7,3.87,1669,70,1.1,April,2,15,Wednesday,High
PRD00290,2025-06-02,Cut-To-Length Line,C,MC001,OP004,CR Sheet,1125,1097,28,105,Tool Change,95.9,2.49,1069,28,1.75,June,2,23,Monday,High
PRD00291,2025-12-15,Rolling Line,A,MC018,OP015,Steel Strip,1307,1250,57,89,Material Shortage,97.2,4.36,1193,57,1.48,December,4,51,Monday,High
PRD00292,2025-12-04,Rolling Line,C,MC015,OP029,Steel Plate,896,856,40,65,Quality Inspection,94.4,4.46,816,40,1.08,December,4,49,Thursday,Medium
PRD00293,2025-07-13,Rolling Line,B,MC017,OP006,HR Coil,2470,2382,88,38,Mechanical Failure,96.6,3.56,2294,88,0.63,July,3,28,Sunday,High
PRD00294,2025-11-06,Cut-To-Length Line,A,MC001,OP003,HR Sheet,1401,1340,61,54,Material Shortage,95.4,4.35,1279,61,0.9,November,4,45,Thursday,High
PRD00295,2025-06-12,Cut-To-Length Line,C,MC014,OP012,Steel Strip,1323,1286,37,63,Quality Inspection,94.5,2.8,1249,37,1.05,June,2,24,Thursday,Medium
PRD00296,2025-07-27,Finishing Line,B,MC012,OP001,GI Sheet,874,843,31,23,Material Shortage,95.6,3.55,812,31,0.38,July,3,30,Sunday,High
PRD00297,2025-06-18,Rolling Line,B,MC011,OP030,HR Sheet,870,849,21,66,Tool Change,92.2,2.41,828,21,1.1,June,2,25,Wednesday,Medium
PRD00298,2025-06-10,Pickling Line,B,MC020,OP026,CR Coil,1004,991,13,88,Material Shortage,95.3,1.29,978,13,1.47,June,2,24,Tuesday,High
PRD00299,2025-03-09,Cut-To-Length Line,B,MC019,OP024,GP Coil,1614,1580,34,93,Scheduled Maintenance,93.7,2.11,1546,34,1.55,March,1,10,Sunday,Medium
PRD00300,2025-10-16,Rolling Line,C,MC004,OP009,Steel Strip,1136,1106,30,128,Tool Change,94.2,2.64,1076,30,2.13,October,4,42,Thursday,Medium
PRD00301,2025-10-04,Cut-To-Length Line,A,MC017,OP023,GI Sheet,1541,1509,32,53,Quality Inspection,94.5,2.08,1477,32,0.88,October,4,40,Saturday,Medium
PRD00302,2025-10-31,Rolling Line,A,MC018,OP009,HR Coil,1611,1603,8,89,Scheduled Maintenance,97.9,0.5,1595,8,1.48,October,4,44,Friday,High
PRD00303,2025-05-15,Rolling Line,C,MC004,OP006,HR Coil,2259,2242,17,63,Mechanical Failure,97.1,0.75,2225,17,1.05,May,2,20,Thursday,High
PRD00304,2025-07-14,Pickling Line,C,MC001,OP003,HR Sheet,858,837,21,46,Quality Inspection,90.2,2.45,816,21,0.77,July,3,29,Monday,Medium
PRD00305,2025-05-08,Cut-To-Length Line,B,MC006,OP027,HR Sheet,1805,1754,51,92,Mechanical Failure,96.0,2.83,1703,51,1.53,May,2,19,Thursday,High
PRD00306,2025-02-02,Rolling Line,A,MC007,OP009,CR Sheet,1685,1635,50,50,Mechanical Failure,95.0,2.97,1585,50,0.83,February,1,5,Sunday,Medium
PRD00307,2025-06-25,Rolling Line,B,MC001,OP014,Steel Strip,1928,1828,100,80,Tool Change,93.9,5.19,1728,100,1.33,June,2,26,Wednesday,Medium
PRD00308,2025-01-22,Rolling Line,A,MC006,OP017,HR Sheet,2063,2019,44,74,Tool Change,91.6,2.13,1975,44,1.23,January,1,4,Wednesday,Medium
PRD00309,2025-08-26,Slitting Line,B,MC003,OP017,CR Sheet,1784,1754,30,37,Mechanical Failure,93.3,1.68,1724,30,0.62,August,3,35,Tuesday,Medium
PRD00310,2025-06-07,Slitting Line,A,MC016,OP018,HR Coil,861,844,17,61,Scheduled Maintenance,95.8,1.97,827,17,1.02,June,2,23,Saturday,High
PRD00311,2025-02-07,Slitting Line,B,MC002,OP011,Steel Strip,1349,1289,60,43,Mechanical Failure,96.1,4.45,1229,60,0.72,February,1,6,Friday,High
PRD00312,2025-08-18,Cut-To-Length Line,A,MC002,OP020,HR Sheet,2299,2212,87,61,Material Shortage,96.8,3.78,2125,87,1.02,August,3,34,Monday,High
PRD00313,2025-12-31,Pickling Line,B,MC011,OP019,Steel Plate,2270,2176,94,73,Power Failure,93.3,4.14,2082,94,1.22,December,4,1,Wednesday,Medium
PRD00314,2025-02-20,Cut-To-Length Line,B,MC020,OP017,GI Sheet,1379,1346,33,64,Mechanical Failure,96.2,2.39,1313,33,1.07,February,1,8,Thursday,High
PRD00315,2025-09-21,Cut-To-Length Line,B,MC011,OP023,HR Coil,1685,1655,30,103,Quality Inspection,95.7,1.78,1625,30,1.72,September,3,38,Sunday,High
PRD00316,2025-10-10,Rolling Line,A,MC008,OP028,CR Coil,1066,1049,17,34,Quality Inspection,99.0,1.59,1032,17,0.57,October,4,41,Friday,High
PRD00317,2025-01-27,Rolling Line,A,MC019,OP014,GI Sheet,1289,1254,35,128,Scheduled Maintenance,99.0,2.72,1219,35,2.13,January,1,5,Monday,High
PRD00318,2025-08-14,Finishing Line,A,MC015,OP016,Steel Plate,1610,1558,52,29,Quality Inspection,94.4,3.23,1506,52,0.48,August,3,33,Thursday,Medium
PRD00319,2025-10-04,Rolling Line,B,MC020,OP030,CR Sheet,2364,2314,50,106,Tool Change,93.4,2.12,2264,50,1.77,October,4,40,Saturday,Medium
PRD00320,2025-10-13,Rolling Line,B,MC014,OP020,GI Sheet,2088,2059,29,51,Mechanical Failure,94.7,1.39,2030,29,0.85,October,4,42,Monday,Medium
PRD00321,2025-04-07,Rolling Line,A,MC018,OP016,Steel Strip,810,788,22,99,Quality Inspection,95.3,2.72,766,22,1.65,April,2,15,Monday,High
